EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TIMESTAMP
USA32192,05-July-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),African American Group (United States),6,,,0,60,,840,North America,United States,Tennessee,Knox,,Knoxville,35.96,-83.922,1,Knoxville News Sentinel,Subnational,"On 5 July 2021, dozens of family members and supporters gathered in Victor Ashe Park in Knoxville (Tennessee) to pray and demand justice for Desheena Kyle, a Black woman who was reported missing on 28 June, and to raise awareness of her disappearance. Members of POP Tenn, wearing all black and carrying handguns, provided security and support for the event.",0,armed; armed presence; crowd size=dozens,1680633602
USA32248,10-July-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Boogaloo Boys,6,,,0,60,,840,North America,United States,Colorado,Jefferson,,Arvada,39.803,-105.088,1,Youtube; Twitter; MilitiaWatch; News2Share,Local partner-New media,"On 10 July 2021, 5 protesters gathered to demonstrate in Arvada (Colorado) as part of an outcry for answers in the police shooting death of Johnny Hurley, a man who shot a would-be mass shooter and was then killed by police. The demonstrators were associated with a post-Boogaloo absurdist armed movement primarily active on Twitter. The short march remained peaceful and cordial with nearby police, despite over a week of threats and aggression towards the department by organizers. The demonstrators lamented the low turnout. At least one person was armed with a holstered pistol.",0,armed; crowd size=5,1680633585
USA32490,13-July-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Proud Boys; Christian Group (United States),5,Rioters (United States),Antifa (United States); Civilians (United States); Journalists (United States); Women (United States),5,55,,840,North America,United States,Oregon,Marion,,Salem,44.938,-123.03,1,Twitter; Network Contagion Research Institute; KOIN6; Oregonian,Local partner-National,"On 13 July 2021, about 50 to 70 people, including Christians, gathered for a 'Church at Planned Parenthood' demonstration outside a Planned Parenthood in Salem (Oregon) to stand against abortion and to conduct a 'worship service outside the gates of Hell.' Armed members of Proud Boys were in attendance as 'security' and participated in the event. About 40 counter-demonstrators, allegedly including members of Antifa, also gathered with 'bats, paintball guns and armor.' The two groups clashed and used chemical irritants against one another. After the deployment of chemical irritants, police officers used crowd control munitions to separate the two groups. One member of the Proud Boys allegedly attacked a journalist. Two people were arrested.",0,armed; counter-demonstration; crowd size=about 50 to 70,1680633609
USA32602,17-July-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),NBPP: New Black Panther Party; African American Group (United States),6,,,0,60,,840,North America,United States,Indiana,Marion,,Indianapolis,39.769,-86.158,1,Indianapolis Star,Subnational,"On 17 July 2021, around 20 people including some with the New Black Panther Party (NBPP) and the Panther Special Operations Command, who were dressed in all black and carrying rifles and Pan-African flags, gathered at the Julia M. Carson Transit Center and marched to Monument Circle in Indianapolis (Indiana) to protest white supremacy, to show support for the family of Dorian Murrell who was killed on 30 May 2021, to demand justice for Murrell, to call for the conviction of Tyler Newby for his murder, to show support for the Second Amendment and to demand an end to racism.",0,armed; crowd size=around 20,1680633585
USA32713,21-July-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,New Mexico,Bernalillo,,Albuquerque,35.084,-106.651,1,KRQE,Subnational,"On 21 July 2021, about 15 people rallied near Corado Center in Albuquerque (New Mexico) against coronavirus masks in schools. One demonstrator allegedly pointed a gun at a bypassing civilian.",0,armed; crowd size=about 15,1680633586
USA33024,27-July-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2021-),,1,15,,840,North America,United States,South Carolina,Charleston,,Charleston,32.777,-79.931,1,MyTV Charleston; Twitter; WSAV3; Live 5 (Charleston); Post and Courier; NBC26 (Augusta); WCBD NBC2,New media-Subnational,"On 27 July 2021, about 50 people gathered at Marion Square in Charleston (South Carolina) to demonstrate against a decision not to pursue charges against the two detention deputies responsible for killing Jamal Sutherland. Sutherland was a Black man who died after being shocked repeatedly in a detention center on 5 June 2021. Three people were arrested at the demonstration, including the leader of Charleston Black Lives Matter who was charged with disorderly conduct and failure to obtain a permit. The other two people arrested were charged with third-degree assault and battery after allegedly punching and spitting on police officers; one of these two individuals also had a concealed carry permit and two handguns in a backpack, which he informed police officers about.",0,armed; crowd size=about 50,1680633604
USA32801,28-July-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),SFC: Stand For The Constitution,6,,,0,60,,840,North America,United States,Colorado,Mesa,,Grand Junction,39.064,-108.551,1,Colorado Times Recorder,Subnational,"On 28 July 2021, an unknown number of protesters affiliated with the group Stand For The Constitution protested a press conference organized by the Mesa County Democrats at Lincoln Park in Grand Junction (Colorado). The press event had been organized to publicize an earlier protest by Democrats of Lauren Boebert and Jim Jordan at the Convention Center. Three police officers had to be called after two people got into a verbal altercation but did not intervene. At least one protester wore a gun at the event.",0,armed; crowd size=no report,1680633585
USA32992,28-July-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,Protesters (United States),,6,66,,840,North America,United States,Pennsylvania,Lehigh,,Macungie,40.516,-75.555,1,Philadelphia Inquirer; Lehigh Valley Business; Twitter,New media-Subnational,"On 28 July 2021, well over 100 people, many waving pro-Trump and 'Biden lost' flags, gathered outside a Mack truck plant in Macungie (Pennsylvania) to demonstrate support for former US President Donald Trump and his claim that the 2020 election was stolen by President Joe Biden, in favor of the right to bear arms, and against mask mandates and vaccinations intended to prevent the spread of the coronavirus pandemic. Demonstrators were counter-demonstrated by a smaller number of pro-Biden demonstrators, who also demonstrated against fracking. One of the pro-Trump demonstrators was armed with a handgun. This demonstration took place while President Biden visited the plant.",0,armed; counter-demonstration; crowd size=well over 100; stop the steal,1680633604
USA33507,31-July-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Connecticut,Hartford,,Windsor,41.85,-72.643,1,Journal Inquirer,Subnational,"On 31 July 2021, a small group of people gathered at an Amazon construction site for an 'Occupy Amazon' rally in Windsor (Connecticut) in support of the Black Lives Matter movement and against Amazon after eight nooses were found at a Amazon construction site in Windsor in May 2021. Three armed members of the John Brown Gun Club attended to provide security, in case counter-protesters appeared at the event.",0,armed; armed presence; crowd size=small,1680633602
USA33415,02-August-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Virginia,Staunton,,Staunton,38.15,-79.073,1,Youtube; NBC29,New media-Subnational,"On 2 August 2021, a group of people, at least one armed with a handgun, gathered outside the Augusta County Courthouse in Staunton (Virginia) to demonstrate against police violence and to show support for the Black Lives Matter Movement. Two people who were filming the demonstrators alleged they were attacked by demonstrators who tried to grab their cameras, but no arrests were made and no injuries or damage was reported.",0,armed; crowd size=no report,1680633590
USA33552,07-August-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Christian Group (United States); Proud Boys,5,Rioters (United States),Antifa (United States); Women (United States); LGBTQ+ (United States),5,55,,840,North America,United States,Oregon,Multnomah,,Portland - Downtown,45.513,-122.681,1,Willamette Week; Portland Tribune; Twitter,New media-Subnational,"On 7 August 2021, more than 50 people, including members of the Proud Boys, gathered for a Christian demonstration in Portland - Downtown (Oregon) against 'the gay agenda' and access to abortion. The demonstration was led by an anti-LGBT pastor. Dozens of counter-demonstrators, including Antifa and people dressed in black bloc, threw smoke grenades and damaged the group's audio equipment. The demonstrators tried to relocate elsewhere in the park, but the counter-demonstrators followed. Once the event was concluded, demonstrators armed with paintball guns, batons and other weapons standing guard at the event clashed with counter-demonstrators. Demonstrators fired paintball guns and counter-demonstrators used pepper spray. A counter-demonstrator and bystander reported being shot in the face with paintballs. The bystander claimed that, prior to being shot with a paintball, an individual armed with an M16 rifle aimed the gun at his face before another person (who was in the same vehicle as the armed individual) deterred the gunman.",0,armed; counter-demonstration; crowd size=more than 50,1680633680
USA33556,10-August-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Proud Boys; Christian Group (United States); Unidentified Communal Militia (United States),5,Rioters (United States),Antifa (United States); Women (United States),5,55,,840,North America,United States,Oregon,Marion,,Salem,44.938,-123.03,1,Twitter; MilitiaWatch,Local partner-New media,"On 10 August 2021, anti-abortion demonstrators violently demonstrated in Salem (Oregon) as part of a 'prayer' against abortion. Among the rioters were Proud Boys and unidentified communal militias, often armed with bear mace, paintball guns, and firearms. Antifascists and other counter-demonstrators rallied in support of the Planned Parenthood nearby and were attacked by anti-abortion activists before a broader clash broke out.",0,armed; counter-demonstration; crowd size=no report,1680633609
USA33605,11-August-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Former Military Forces of the United States (2021-),6,,,0,60,,840,North America,United States,Oregon,Lane,,Creswell,43.918,-123.024,1,KEZI9,Subnational,"On 11 August 2021, roughly 36 people gathered for a protest outside City Hall in Creswell (Oregon) in support of a woman facing charges for her role in organizing a fourth of July parade in the town without a permit. The parade was organized in conjunction with a member of the Proud Boys, but they did not appear to be present at the protest. Several people wore clothes identifying themselves as veterans. At least one person wearing a 'Vietnam Veteran' hat carried a holstered pistol at the event.",0,armed; crowd size=roughly 36,1680633591
USA34011,14-August-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Louisiana,St. Tammany,,Mandeville,30.358,-90.066,1,Times-Picayune,Subnational,"On 14 August 2021, hundreds of people protested in Mandeville (Louisiana) against mask mandates in public schools as well as vaccine mandates amid the coronavirus pandemic. The 'Freedom Rally' was hosted by Turning Point USA. Some demonstrators carried firearms. There are no local or state government mandates.",0,armed; crowd size=hundreds,1680633589
USA33983,15-August-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Boogaloo Boys; DSA: Democratic Socialists of America,6,,,0,60,,840,North America,United States,Georgia,Fulton,,Atlanta,33.756,-84.39,1,Twitter; Fox5 Atlanta; MilitiaWatch,Local partner-New media,"On 15 August 2021, demonstrators gathered in front of the Atlanta City Hall in Atlanta (Georgia) to protest against the planned construction of a new police training facility in the city. Among the demonstrators were anti-police demonstrators, environmentalists, members of DSA, and a couple of armed Boogaloo adherents.",0,armed; crowd size=no report,1680633604
USA33885,18-August-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,New Mexico,Bernalillo,,Albuquerque,35.084,-106.651,1,MilitiaWatch; WDVM,Local partner-New media,"On 18 August 2021, anti-mask demonstrators gathered in Albuquerque (New Mexico) to demonstrate against coronavirus restrictions. A member of the anti-mask contingent pointed a gun at passing cars.",0,armed; crowd size=no report,1680633588
USA33894,18-August-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),VCDL: Virginia Citizens Defense League,6,,,0,60,,840,North America,United States,Virginia,Charlottesville,,Charlottesville,38.029,-78.477,1,NBC29,Subnational,"On 18 August 2021, a group of people, including members of the Virginia Citizens Defense League and their president Philip Van Cleave, gathered in front of the Albemarle County Office Building in Charlottesville (Virginia) to demonstrate in favor of the Second Amendment and against a decision by the Albemarle Supervisors to ban guns in county buildings, parks, and community centers. Van Cleave appeared to be armed with a pistol.",0,armed; crowd size=no report,1680633589
USA34294,22-August-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Proud Boys; Three Percenters (III%),5,Rioters (United States),Antifa (United States); Civilians (United States); Journalists (United States); Interfaith Group (United States); BLM: Black Lives Matter; Christian Group (United States),5,55,,840,North America,United States,Oregon,Multnomah,,Portland - Downtown,45.513,-122.681,1,Youtube; MilitiaWatch; News2Share; Oregon Public Broadcasting,Local partner-New media,"On 22 August 2021, far-right demonstrators gathered in Portland - Downtown (Oregon) for an event called the 'Summer of Love', against vaccines amid the coronavirus, and in support of freeing alleged political prisoners captured by law enforcement during the January 6 Capitol riot. The demonstration started in Portland - Northeast and quickly devolved into a violent riot as demonstrators made their way downtown. Proud Boys and Three Percenter adherents, many of them wielding paintball guns and crude weapons, fought with counter-demonstrators, which included antifascists, an interfaith group, and people supporting Black Lives Matter, injuring multiple people. Members of Proud Boys and other far-right groups also attacked journalists and a clergyman and destroyed several vehicles as they marched around the city. One far-right demonstrator opened fire on a group of interfaith, antifa, and Black Lives Matter demonstrators in the downtown area with a handgun, with some demonstrators reportedly returning fire with live rounds. No one was injured in the exchange and the far-right demonstrator was arrested. Two Proud Boys were later arrested and indicted on several counts of violence related to their participation in the demonstration.",0,armed; counter-demonstration; crowd size=no report,1680633660
USA33208,28-August-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),NAACP: National Association for the Advancement of Colored People; African American Group (United States),6,,,0,60,,840,North America,United States,Washington,Clark,,Vancouver,45.633,-122.6,1,Columbian,Subnational,"On 28 August 2021, about 100 people, including members of the NAACP, gathered for a demonstration at Esther Short Park and then marched throughout downtown Vancouver (Washington) in support of the family of Kevin Peterson Jr. who was shot and killed by three Clark County deputies in October. The protesters chanted 'We want justice for who? Kevin Peterson!' while marching. Some of the participants came armed to guard the group.",0,armed; crowd size=about 100,1680633587
USA33081,29-August-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),QAnon; Three Percenters (III%); Unidentified Communal Militia (United States),6,,,0,60,,840,North America,United States,Pennsylvania,Dauphin,,Harrisburg,40.273,-76.888,1,MilitiaWatch; Sentinel,Local partner-New media,"On 29 August 2021, anti-vaccine demonstrators gathered for a QAnon-organized 'Worldwide Rally' in Harrisburg (Pennsylvania) at the steps of the State Capitol building against vaccine mandates and restrictions related to the coronavirus pandemic. Some armed III% adherents, unidentified communal militias, and pro-Trump elements all attended.",0,armed; crowd size=no report,1680633587
USA33070,29-August-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),III% Security Force; QAnon,6,Protesters (United States),Antifa (United States),6,66,,840,North America,United States,Georgia,Fulton,,Atlanta,33.756,-84.39,1,Twitter; MilitiaWatch,Local partner-New media,"On 29 August 2021, about 6 demonstrators showed for an anti-mask protest in Atlanta (Georgia), demonstrating with weapons around the Georgia Capitol before leaving to another location. The III% Security Force group, led by Georgia resident Chris Hill, had at least three armed members join the protest against coronavirus health policy, including vaccines and potential future lockdowns. The demonstration was part of a national push for 'Worldwide Freedom Rally' gatherings, demonstrations that are highly related to QAnon organizing. A counter-demonstration including antifascists in black bloc stood around the corner, but no altercations were recorded.",0,armed; counter-demonstration; crowd size=about 6,1680633604
USA33029,30-August-2021,2021,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (United States),,6,Sole Perpetrator (United States),,3,36,Civilian targeting,840,North America,United States,California,San Diego,,San Diego,32.717,-117.166,1,ABC10 (San Diego); NBC 7 San Diego; Fox5 San Diego; San Diego Union-Tribune; CBS8 (San Diego),Subnational,"On 30 August 2021, about 20 homeless people and advocates gathered outside the Mayor's home in San Diego (California) to oppose recent public forces actions towards homeless populations. One man arrived at the demonstration, tried to hit the participants with his car, and fired a gun near the protesters. There were no injuries. The man was charged with multiple offenses including a felony count of negligent discharge of a firearm.",0,armed; car ramming; crowd size=about 20,1680633608
USA33030,31-August-2021,2021,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (United States),,6,Sole Perpetrator (United States),,3,36,Civilian targeting,840,North America,United States,Illinois,Winnebago,,Rockford,42.259,-89.064,1,WTVO 17,Subnational,"On 31 August 2021, people, including members of the May 30th Alliance, gathered for a protest outside the justice center in Rockford (Illinois) in support of abolishing the police. An unidentified individual opened fire on the protesters. Police responded and no one was injured.",0,armed; crowd size=no report,1680633588
USA38095,31-August-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),,5,,,0,50,,840,North America,United States,Florida,Brevard,,Satellite Beach,28.176,-80.59,1,Washington Post; HuffPost,National-International,"On 31 August 2021, about 20 demonstrators, some of whom were armed, rallied outside of the home of Brevard School Board Member Jennifer Jenkins in Satellite Beach (Florida) against her support of coronavirus restrictions and mask mandates. Overnight, demonstrators vandalized Jenkins's lawn.",0,armed; crowd size=about 20,1680633608
USA33090,02-September-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Students (United States); Government of the United States (2021-); GOP: Republican Party,6,,,0,60,,840,North America,United States,South Carolina,Anderson,,Anderson,34.503,-82.65,1,7 News; Anderson Independent-Mail; WSAV3,Subnational-National,"On 2 September 2021, 60 people, including students and South Carolina State House Representative Jonathon Hill (R) gathered along State Highway 28 near the Anderson School District five's district office in Anderson (South Carolina) to demonstrate against district Superintendent Tom Wilson's announcement that he would give students $100 if they took the vaccine against the coronavirus pandemic. Some demonstrators were visibly armed with pistols.",0,armed; crowd size=60,1680633593
USA34514,04-September-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Proud Boys,5,Rioters (United States),Antifa (United States); Journalists (United States); Civilians (United States),5,55,,840,North America,United States,Washington,Thurston,,Olympia,47.036,-122.905,1,MilitiaWatch; Network Contagion Research Institute; Olympian; Fox News; King5; KOMO4; Forest Grove News-Times,Local partner-New media,"On 4 September 2021, people including members of the Proud Boys gathered near the State Capitol in Olympia (Washington) to demonstrate against coronavirus vaccine mandates. Members of Antifa were also present to demonstrate against the right wing group. The groups engaged in verbal and physical altercations, a group of Proud Boys began chasing Antifa members. One masked individual, presumably a member of Antifa, fired five shots from a handgun, one of which hit a prominent member of the Portland Proud Boys in the foot. The gunman has not yet been identified. Police intervened to separate the two groups, although it is not clear if arrests were made. A female journalist aligned with the anti-fascist movement was also physically attacked and maced by Proud Boy members earlier in the day.",0,armed; counter-demonstration; crowd size=no report,1680633590
USA34634,11-September-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Black Panthers; African American Group (United States); SURJ: Showing Up for Racial Justice; BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Oregon,Clackamas,,Oregon City,45.357,-122.607,1,Outlook; KOIN6,Subnational,"On 11 September 2021, approximately 100 people, including a half dozen armed members of the Black Panthers who organized the event, gathered for a 'Justice for Jermelle' protest at the Clackamas County Jail in Oregon City (Oregon) in support of the Black Lives Matter movement, demanding justice for a Black man who died while in police custody and calling for a civilian oversight board for police. The police claim the death was self-inflicted. Family members of the victim are demanding more information regarding the death. Members of Showing Up for Racial Justice attended.",0,armed; crowd size=approximately 100,1680633591
USA34767,18-September-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),GOP: Republican Party; Police Forces of the United States (2021-) Customs and Border Protection,6,Protesters (United States),CP: CodePink; Women (United States),6,66,,840,North America,United States,District of Columbia,District of Columbia,,Washington DC - National Mall,38.888,-77.036,1,WCYB-TV5; Daily Beast; AP; Dcist; On the Scene; WFXR; Washington Examiner; New York Times; Hill; Statesville Record and Landmark; Fox43; Washington Times; USA Today; ABC7 (Washington D.C.); Washington Post; WJZ13; Delmarva Now; Twitter; Culpeper Star-Exponent; 6ABC; Patriot-News; News2Share,New media-Subnational,"On 18 September 2021, between 400 and 450 people, organized by former Trump staffer Matt Braynard's organization Look Ahead America and including members of Citizens Against Political Persecution and Republican congressional candidates Mike Collins and Joe Kent, gathered at Union Square in front of the US Capitol building in Washington DC - National Mall (District of Columbia) for a 'Justice of J6' rally to show support for the 6 January US Capitol rioters, who they described as 'political prisoners' facing 'inhumane' conditions in prisons. Demonstrators also echoed the false claim that the 2020 election was stolen from former President Trump. Demonstrators were counter-demonstrated by a small cluster of people, including members of CodePink, who condemned the Capitol rioters and also demonstrated against former President Trump. Hundreds of police officers were also present - they detained two people, one for carrying a knife and the other for carrying a handgun. The person arrested with a handgun was later determined to be a U.S. Customs and Border Protection agent present at the rally in an unofficial capacity, and charges were not pressed against him. Two other people were also arrested nearby for outstanding warrants, though it was not clear if they were connected to the demonstration.",0,armed; counter-demonstration; crowd size=between 400 and 450 people; stop the steal,1680633610
USA34772,19-September-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Pennsylvania,Butler,,Butler,40.861,-79.895,1,Butler Eagle,Subnational,"On 19 September 2021, hundreds of people gathered in Diamond Park in Butler (Pennsylvania) for an 'America First Rally' to demonstrate against President Biden, as well as masking and vaccination policies, which are intended to prevent the spread of the coronavirus pandemic. Demonstrators also demanded that the 2020 election be audited, echoing former President Trump's claim that the election was rigged. Some demonstrators were armed with pistols.",0,armed; crowd size=hundreds; stop the steal,1680633593
USA34851,23-September-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),American Patriots USA; Boogaloo Boys; Unidentified Communal Militia (United States),6,,,0,60,,840,North America,United States,Michigan,Ingham,,Lansing,42.734,-84.555,1,CW 7 West Michigan; Detroit News,Subnational,"On 23 September 2021, dozens to around 100 people including members of the American Patriots, Boogaloo adherents, and unidentified militia groups who were openly carrying guns gathered outside the Capitol in Lansing (Michigan) to show support for the Second Amendment and to protest new legislation that prevented them from openly carrying their weapons inside the building.",0,armed; crowd size=dozens to 100,1680633599
USA34743,24-September-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unidentified Communal Militia (United States); Good Citizens Militia; Health Workers (United States),6,,,0,60,,840,North America,United States,Arizona,Maricopa,,Phoenix,33.449,-112.074,1,Twitter; MilitiaWatch; Arizona Central; Phoenix New Times,Local partner-New media,"On 24 September 2021, hundreds of right-wing demonstrators and others staged a 'Liberty Revolution' rally outside the Arizona State Capitol in Phoenix (Arizona), voicing their support for overturning the 2020 election results in favor of Trump as the audit of Arizona elections results were being presented inside the capitol building. Demonstrators also rallied against vaccine requirements, the use of masks and 'medical tyranny' during the coronavirus pandemic. Among the protesters were healthcare workers and armed members of unidentified militia groups. Kari Lake, a candidate for Governor, was present and heckled by participants. Anti-Biden and Pro-2nd Amendments signs were seen during the demonstration.",0,armed; crowd size=hundreds; stop the steal,1680633604
USA35046,25-September-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),NAACP: National Association for the Advancement of Colored People; African American Group (United States); Lawyers (United States),6,,,0,60,,840,North America,United States,Texas,Travis,,Austin,30.275,-97.74,1,Killeen Daily Herald,Subnational,"On 25 September 2021, 50 armed people carrying assault rifles and handguns marched from the George Washington Carver Museum to the Capitol in Austin (Texas) calling for justice for an individual who shot and killed a police officer during a no-knock raid in the middle of the night on 9 May 2014 when he thought there were intruders in his home. Members of the Elmer Platt Gun Club, Grassroots Law Project, and the Austin NAACP attended.",0,armed; crowd size=50,1680633603
USA35405,02-October-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Women (United States),6,Protesters (United States),GOP: Republican Party,6,66,,840,North America,United States,Pennsylvania,Lehigh,,Allentown,40.608,-75.49,1,Morning Call; Lehigh Valley Live,Subnational,"On 2 October 2021, four dozen people gathered at City Hall in Allentown (Pennsylvania) to demonstrate in favor of legal abortion and against Texas's anti-abortion 'heartbeat bill.' This demonstration was part of the annual Women's March. Demonstrators were counter-demonstrated by a couple dozen members of the Northampton County Republican Committee. Two of these counter-demonstrators were armed with 'semiautomatic rifles' and were reportedly asked to leave by other counter protesters.",0,armed; counter-demonstration; crowd size=six dozen,1680633596
USA35378,04-October-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM757; African American Group (United States),6,,,0,60,,840,North America,United States,Virginia,Virginia Beach,,Virginia Beach,36.853,-75.978,1,News2Share; Twitter,New media,"On 4 October 2021, a group of people, including members of BLM757, gathered in Virginia Beach (Virginia) to show support for a BLM757 member ahead of his judicial appeal process for an 'obstruction of a passageway' conviction linked to a 2020 demonstration. At least one member of BLM757 was armed with handguns.",0,armed; crowd size=no report,1680633604
USA35873,16-October-2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),Folksfront Resistance; WLM: White Lives Matter,5,Rioters (United States),Antifa (United States),5,55,,840,North America,United States,Arizona,Maricopa,,Phoenix,33.449,-112.074,1,It's Going Down; Twitter,Other-New media,"On 16 October 2021, three members of Folksfront Resistance gathered for a demonstration at Wesley Bolin Plaza in Phoenix (Arizona) in support of 'white lives matter.' Anti-fascist counter-demonstrators assembled to prevent the demonstration from taking place, one armed with a shotgun. There was an 'altercation' involving a 'fight,' but there were no reported injuries, and the three Folksfront Resistance members retreated. The counter-demonstrators also snatched the Folksfront Resistance banner.",0,armed; counter-demonstration; crowd size=more than three,1680633601
USA35864,16-October-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Boogaloo Boys,6,,,0,60,,840,North America,United States,Michigan,Ingham,,Lansing,42.734,-84.555,1,Youtube; Twitter,New media,"On 16 October 2021, members of the Boogaloo Boys and their 'allies,' including 'divergent antifascists' gathered on the steps of the state capitol in Lansing (Michigan) to celebrate a 'unity coalition.' Some demonstrators were visibly armed with rifles, and demonstrators chanted anti-Joe Biden slogans.",0,armed; crowd size=no report,1680633603
USA36896,17-November-2021,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter; RPC: Rainbow PUSH Coalition; Refuse Fascism,6,Police Forces of the United States (2021-),Former Police Forces of the United States (2021-); Pro-Police Group (United States); White Nationalists (United States); QAnon,1,16,,840,North America,United States,Wisconsin,Kenosha,,Kenosha,42.585,-87.824,1,Washington Post; On the Scene; CBS2 (Chicago); Fox32; Twitter; WGN Channel 9; Herald & Review; Chicago Tribune; Milwaukee's NPR; Fox6 Milwaukee; WISN12,New media-Subnational,"On 17 November 2021, close to 100 people including members of the Rainbow PUSH-Coalition and Refuse Fascism, gathered on the steps of the County Courthouse in Kenosha (Wisconsin) to show support for the Black Lives Matter movement and to call for the conviction of Kyle Rittenhouse, who shot three protesters, killing two of them, last year at a march for justice for Jacob Blake. Counter-demonstrators, including a former Ferguson, Missouri police officer carrying an AR-15 and wearing tactical gear, gathered to show support for Rittenhouse, the right to bear arms, and the constitution. Some demonstrators wore thin blue line logos in support of police and at least one sign was seen that read 'Da Goyim Know,' which is an anti-Semitic white nationalist phrase. QAnon supporters were also present. The armed man, who described himself as anti-Black Lives Matter, was escorted away by police and later returned without a visible firearm. Police later intervened and arrested two people for disorderly conduct after a minor scuffle broke out between the two sides.",0,armed; counter-demonstration; crowd size=close to 100,1680633601
USA36891,18-November-2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; African American Group (United States); RBPP: Royal Black Panther Party,6,Protesters (United States),Former Police Forces of the United States (2021-),6,66,,840,North America,United States,Wisconsin,Kenosha,,Kenosha,42.585,-87.824,1,WISN12; WGN Channel 9; CBS58,Subnational-National,"On 18 November 2021, people, including members of the Royal Black Panther Party, gathered on the steps of the County Courthouse in Kenosha (Wisconsin) to show support for the Black Lives Matter movement and to call for the conviction of Kyle Rittenhouse, who shot three protesters, killing two of them, last year at a march for justice for Jacob Blake. Family members of Jacob Blake, a Black man who was seriously injured by police in August 2020, attended. Counter-demonstrators gathered to show support for Rittenhouse, self-defense, the right to bear arms, and the constitution. One demonstrator carrying a hand gun was arrested at Civic Center Park, which is across the street from the courthouse. The former Ferguson police officer who attended demonstrations on Tuesday and Wednesday returned with his dog and a soft-sided rifle case that contained a double-ended sex toy. The county sheriff set up a 'Cookies for Peace' table in an effort to prevent tensions between groups.",0,armed; counter-demonstration; crowd size=no report,1680633676
